am5109@nittany.edu,viq0h6xe,Americo Mitchell,19,M,MATH,9498 Newport Ave. ,62320
ab3717@nittany.edu,tr7phe04,Alivia Brown DDS,21,F,CHEM,780 East Redwood Drive ,33035
ah5707@nittany.edu,t4v6sg4w,Alexane Hermann,21,F,ECON,88 Harrison Street ,60613
ad9791@nittany.edu,pt2zj3ku,Amaya Denesik,19,F,CHEM,639 Princeton Rd. ,62530
aw2983@nittany.edu,9gbzyxsk,Andre Will,22,F,CMPSC,8687 N. Sleepy Hollow Court ,51573
lj2993@nittany.edu,p7yiphsy,Lenna Jewess Sr.,19,F,DS,7313 Stillwater Lane ,31216
rb1832@nittany.edu,mn60ih69,Rosie Bruen,21,M,CSE,453 North Elm Dr. ,61252
ld8122@nittany.edu,1vnxmx51,Lorenzo Dickens,19,M,CSE,8131 Elizabeth Ave. ,50515
md5914@nittany.edu,cjiicgr5,Marjorie Dickinson,19,F,CMPEN,963 Court Road ,32925
kf8268@nittany.edu,m0bdut14,Keon Fadel,21,M,CMPEN,7764 Union Avenue ,94601
pz6665@nittany.edu,7j7rei4g,Penelope Ziemann,22,F,STAT,185 E. Trenton Street ,85354
mr6639@nittany.edu,2mjlwhvc,Maximilian Ruecker,21,M,CSE,308 Mammoth Dr. ,34609
sc5452@nittany.edu,p8ieksdz,Samanta Collier,18,M,CSE,7297 Applegate St. ,30523
tp8468@nittany.edu,od1asurx,Tyree Pacocha,22,M,CHEM,7529 Old Sunset Road ,34210
ih9335@nittany.edu,d5mus3og,Ima Hilll,22,F,CHEM,9498 Newport Ave. ,80652
me9525@nittany.edu,61ip5i1a,Miss Ellsworth Goyette,20,M,IST,266 Second Street ,52776
pr4075@nittany.edu,09vhc6ga,Pasquale Ritchie,21,M,IST,232 W. Homewood Ave. ,52571
nk8056@nittany.edu,1vpw660p,Nicolas Kunde,19,F,CMPSC,83 Corona Street ,96132
jz5577@nittany.edu,9z5xs7i4,Jaunita Zemlak,22,M,CHEM,6 Andover Dr. ,20390
jp2632@nittany.edu,6f4h1qhw,Jaunita Paucek,18,F,CMPSC,7297 Applegate St. ,91106
lk7361@nittany.edu,i15k2z5c,Luisa Keebler,21,F,STAT,251 West Sheffield Drive ,94947
ks1880@nittany.edu,a31lbs06,Karli Streich DDS,20,M,EE,9236 El Dorado St. ,30339
ms2404@nittany.edu,xbodkb1p,Miss Stanton Hyatt,20,F,PHYS,63 Lake Forest Road ,32164
ih5431@nittany.edu,c6m8qq2y,Isobel Hudson,20,F,CMPSC,9408 Anderson Court ,81240
sm4115@nittany.edu,cyr5laao,Shaun Marvin,20,F,STAT,8985 Cambridge Ave. ,72852
js8078@nittany.edu,juqc63zz,Justina Schuster,19,M,DS,285 Dogwood Drive ,95337
mb4117@nittany.edu,iqt9wnaq,Manuela Blick,18,F,STAT,963 Court Road ,50231
rm8585@nittany.edu,zibhv380,Reina McLaughlin Jr.,18,F,DS,7313 Stillwater Lane ,86042
mg1976@nittany.edu,hhoz4znw,Miss Gennaro Torphy,18,F,EE,863 Stillwater Road ,46347
kc4364@nittany.edu,o19o3kra,Kaleb Carter MD,20,M,CMPEN,639 Princeton Rd. ,80816
rh2046@nittany.edu,cz4rv678,Reva Hirthe,18,F,CSE,141 Gulf Rd. ,47469
jh2885@nittany.edu,e3gvatua,Jennie Haag,19,M,IST,185 E. Trenton Street ,85251
ms9362@nittany.edu,t97xa8jr,Mikayla Senger,21,F,EE,7313 Stillwater Lane ,94107
jl6447@nittany.edu,hza255xn,Janis Leffler,20,M,MATH,182 Spring Street ,91203
mr2329@nittany.edu,u50mz2ki,Maverick Rempel,22,F,MATH,7195 North Canterbury Circle ,52737
ma5503@nittany.edu,ql6wokcz,Myrtice Armstrong,20,F,ECON,7313 Stillwater Lane ,46324
rb4971@nittany.edu,6ch26zsv,Roy Boehm,22,F,CMPEN,91 S. Gartner Street ,62358
jc5818@nittany.edu,zrziiod8,Jackie Considine,19,F,CMPSC,91 S. Gartner Street ,50851
kg2618@nittany.edu,c6zw7xeq,Kristofer Gusikowski,21,M,DS,9408 Anderson Court ,92008
lg4120@nittany.edu,td7qer7k,Letitia Graham,19,F,STAT,3 North Linden Ave. ,61274
sg2123@nittany.edu,885lnlgn,Skye Graham,22,F,CMPEN,266 Second Street ,95425
tp3946@nittany.edu,3w4nls9b,Thora Predovic Sr.,19,F,CMPSC,285 Dogwood Drive ,47434
sb5076@nittany.edu,9yzoqecx,Suzanne Botsford,19,F,CMPEN,3 North Linden Ave. ,85192
mh2221@nittany.edu,ldrwndyy,Mr. Hallie Crooks,18,M,ECON,78 South Brewery Ave. ,30755
vs8351@nittany.edu,zagzjbh5,Vilma Sauer,22,M,PHYS,120 Heritage Lane ,30113
mm1324@nittany.edu,5zsqvzsa,Mrs. Marlee Ward,21,M,CMPSC,7195 North Canterbury Circle ,6066
tg2289@nittany.edu,mujxipgm,Theresa Glover,21,M,STAT,708 York Dr. ,80615
mk4648@nittany.edu,5tplvmde,Meredith Kuhlman DVM,22,M,MATH,336 Myrtle Street ,62888
sa8884@nittany.edu,h4hxgcq7,Santino Altenwerth,21,F,MATH,8378 West Pulaski Ave. ,83616
kn1468@nittany.edu,56evzicb,Kiley Nienow PhD,20,F,MATH,285 Dogwood Drive ,92624
jk5833@nittany.edu,8axiqzsa,Joe Kirlin DDS,21,M,CSE,87 Vermont St. ,50654
md1699@nittany.edu,7zez3zsk,Malvina DuBuque,18,F,ECON,88 Harrison Street ,81332
mc4814@nittany.edu,7vx7covg,Mrs. Chasity Schamberger,20,M,CMPSC,7450 West Manchester Street ,95231
ll2646@nittany.edu,yt1zlei9,Lucius Lakin,20,F,PHYS,7130 Longfellow Dr. ,32359
mr3369@nittany.edu,1c8zbevj,Mariane Reilly,22,M,IST,453 North Elm Dr. ,52569
tb7100@nittany.edu,0m29rudy,Tara Baumbach,19,M,CSE,963 Court Road ,46310
wm3293@nittany.edu,vohtstyp,Wilfred Moen,20,M,PHYS,7529 Old Sunset Road ,72383
jb9557@nittany.edu,rhw24sr5,Jodie Brekke Sr.,21,M,CHEM,8985 Cambridge Ave. ,96103
ko8881@nittany.edu,88zlsj5j,Kristopher O'Connell,21,F,CMPSC,7764 Union Avenue ,30341
zj6533@nittany.edu,t2ujdmui,Zackary Johnson,18,F,ECON,7297 Applegate St. ,94107
mb4756@nittany.edu,obmm3eek,Max Bashirian,18,F,ECON,608 North Addison St. ,32754
mr3556@nittany.edu,xkuhje6t,Marietta Runolfsson,21,F,CMPSC,708 York Dr. ,33778
md3813@nittany.edu,kr7ql6nc,Ms. Devante Frami,21,F,CHEM,7195 North Canterbury Circle ,93004
km6173@nittany.edu,re55bd6w,Kali Mills,19,M,MATH,185 E. Trenton Street ,51031
sg3060@nittany.edu,lfd2z2k3,Shaun Glover,22,F,IST,182 Spring Street ,61742
ms7605@nittany.edu,t2xd9avn,Mariana Stokes,19,M,MATH,266 Second Street ,32780
tm4946@nittany.edu,7i18zf4n,Tommie Mosciski,22,F,CMPSC,9408 Anderson Court ,30473
jg1721@nittany.edu,xms08kb4,Jailyn Green,22,M,CHEM,7195 North Canterbury Circle ,30410
yc2897@nittany.edu,wagux3h8,Yessenia Crona,21,M,CMPSC,120 Heritage Lane ,52737
ss9714@nittany.edu,8z5pnlui,Serena Stiedemann,22,F,EE,8378 West Pulaski Ave. ,52555
rb9779@nittany.edu,2xpz77r8,Ressie Boyer,21,M,CMPEN,9659 Rosewood Drive ,31701
zr6768@nittany.edu,cqu4oqqk,Zackery Reynolds,20,F,CHEM,185 E. Trenton Street ,51005
rc6428@nittany.edu,tqdgdwnl,Robb Christiansen,22,M,EE,798 North Euclid Drive ,60551
jt5287@nittany.edu,pjjaks2g,Joaquin Turner,21,M,DS,7313 Stillwater Lane ,95388
lo7605@nittany.edu,bn47qlis,Lucy Oberbrunner,21,M,CHEM,4 Old Academy Drive ,80229
tr4637@nittany.edu,h6czyxwt,Trudie Runte,18,F,EE,361 E. Sierra Street ,61570
lr3728@nittany.edu,a62i6pl3,Lambert Russel,22,F,MATH,453 North Elm Dr. ,80433
xg4863@nittany.edu,sxbpeq1n,Xavier Greenfelder V,20,M,CHEM,6 Andover Dr. ,90240
me5010@nittany.edu,lscmydj9,Mr. Elta Hammes,18,F,IST,9498 Newport Ave. ,62571
lr5472@nittany.edu,9itfmlss,Lucas Reinger,19,F,PHYS,251 West Sheffield Drive ,30728
sh4974@nittany.edu,468vx2eo,Shyanne Heller,22,F,CMPSC,91 S. Gartner Street ,50864
la9924@nittany.edu,pyu1l9vk,Lorena Anderson,21,M,PHYS,3 North Linden Ave. ,60423
ms2737@nittany.edu,pw8rw005,Marlene Schulist,22,F,ECON,4 Old Academy Drive ,46590
tb8127@nittany.edu,hluyeul5,Tobin Balistreri,22,F,STAT,3 North Linden Ave. ,33169
mm2976@nittany.edu,6be7cy6j,Maudie Murphy,18,F,ECON,7130 Longfellow Dr. ,62049
th3170@nittany.edu,vcqhvrf4,Toy Hayes,18,M,DS,9498 Newport Ave. ,46310
kk3742@nittany.edu,pzivzcis,Khalil Kovacek,18,F,CHEM,7529 Old Sunset Road ,52208
nd2615@nittany.edu,x66pet3n,Noble Dooley,19,M,CSE,9659 Rosewood Drive ,94957
sb6428@nittany.edu,21appxs5,Sammy Braun,21,M,STAT,91 S. Gartner Street ,33136
rr9237@nittany.edu,pg6loq0c,Rubie Runolfsson,20,M,MATH,8687 N. Sleepy Hollow Court ,30545
mm1660@nittany.edu,ho1589h3,Mr. Mable Prosacco,18,M,DS,63 Lake Forest Road ,61242
mr1462@nittany.edu,7wkpb4f4,Mrs. Reba Heller,18,F,PHYS,18 Lakeview Street ,81242
lg1828@nittany.edu,bnq1qmcv,Louisa Gislason,19,M,CHEM,7764 Union Avenue ,96761
jo7172@nittany.edu,1ycbd4va,Jalen Orn,19,M,CSE,7313 Stillwater Lane ,95547
ma5045@nittany.edu,fba3ls3l,Miss Ardith Jerde,19,F,CMPSC,708 York Dr. ,91343
mc4696@nittany.edu,65t6knui,Marianna Cummings,21,M,PHYS,120 Heritage Lane ,47983
rs3973@nittany.edu,fcksdooc,Ryan Schuster,18,M,CSE,8131 Elizabeth Ave. ,32024
my7428@nittany.edu,p5xjrgpy,Mr. Yvette Gislason,22,M,IST,8687 N. Sleepy Hollow Court ,72432
mv4275@nittany.edu,hxmroy2c,Mohammed Von,22,F,DS,3 North Linden Ave. ,30467
vw5806@nittany.edu,wi14inop,Vivien Will,21,F,CMPEN,780 East Redwood Drive ,62087
nr4230@nittany.edu,o0u7wza2,Nadia Renner,19,F,ECON,6 Andover Dr. ,94512
ma3543@nittany.edu,0we09v6f,Mrs. Albertha Kautzer,21,F,PHYS,780 East Redwood Drive ,81410
mc9149@nittany.edu,1kwxyx73,Mossie Considine,20,F,IST,8985 Cambridge Ave. ,50238
lg2530@nittany.edu,28g2dueo,Lavina Goodwin,20,F,EE,232 W. Homewood Ave. ,33062
sh4671@nittany.edu,5qe7bghc,Stefanie Haley,19,F,DS,120 Heritage Lane ,91915
mt7030@nittany.edu,s0t63ppx,Markus Turcotte DDS,18,M,CHEM,798 North Euclid Drive ,31771
lt3713@nittany.edu,jajxpr7a,Loyce Torphy,21,M,IST,336 Myrtle Street ,93449
jw3861@nittany.edu,5x3nzy2o,Jeremie Watsica,22,M,IST,63 Lake Forest Road ,93240
kr4923@nittany.edu,w8igr7b2,Kenyon Rohan,19,M,STAT,863 Stillwater Road ,30557
nf6339@nittany.edu,kh25zijo,Napoleon Fay,18,F,CSE,453 North Elm Dr. ,62666
md6319@nittany.edu,ryu3o2mq,Melvin D'Amore,22,M,DS,7195 North Canterbury Circle ,94070
mb1688@nittany.edu,n2dfub1z,Miss Brain Altenwerth,22,M,CSE,3 North Linden Ave. ,47340
mk5190@nittany.edu,vdpmots3,Marcel Kihn,18,F,STAT,78 South Brewery Ave. ,6262
mk3204@nittany.edu,fxkpjvr8,Ms. Katlynn Mills,22,M,CSE,259 Cleveland Road ,92887
oc3904@nittany.edu,x4wzwl35,Olin Connelly,20,F,DS,863 Stillwater Road ,93631
km6627@nittany.edu,brhbtpp6,Kevin Mante,20,M,PHYS,336 Myrtle Street ,86433
js6308@nittany.edu,c3ixaudm,Jerrold Schiller,18,M,IST,8378 West Pulaski Ave. ,93930
jw4897@nittany.edu,95kymlws,Juanita Wilderman,20,F,CHEM,9236 El Dorado St. ,50208
vl7715@nittany.edu,jxdqxajo,Vernice Langworth,18,F,CSE,9659 Rosewood Drive ,47584
ph3861@nittany.edu,704ilqhr,Pink Haag,19,M,STAT,358 Marvon Ave. ,81615
md2194@nittany.edu,mij0lo81,Miss Daren Kessler,19,M,CSE,8131 Elizabeth Ave. ,61740
jh3919@nittany.edu,2fi47lk3,Junior Heathcote,19,M,EE,285 Dogwood Drive ,72118
mw5114@nittany.edu,ylozvj4o,Mohammed White,19,F,EE,182 Spring Street ,72520
ld6778@nittany.edu,fpqano7u,Lionel Daniel,20,F,DS,141 Gulf Rd. ,81623
mc1411@nittany.edu,vvni2kh3,Mr. Catharine Johns,20,F,CMPEN,18 Lakeview Street ,96113
lg7099@nittany.edu,bc4le940,Lucile Gislason,20,M,STAT,182 Spring Street ,85085
mm9659@nittany.edu,13kvwsjo,Ms. Malinda Greenfelder,19,F,ECON,232 W. Homewood Ave. ,6384
rc5324@nittany.edu,gbqtku3c,Reyes Cormier,21,M,IST,7 Arch Court ,50153
mz7312@nittany.edu,ro0wghzu,Miss Zechariah Kulas,20,F,PHYS,6 Andover Dr. ,32925
ml5786@nittany.edu,c03gkbjx,Mrs. Leonard Bosco,22,F,EE,55 Hall St. ,6370
nh2508@nittany.edu,lo21i5t7,Nina Hilll,21,M,CHEM,8687 N. Sleepy Hollow Court ,92624
ms2255@nittany.edu,fjh8si60,Maritza Schaefer,21,M,ECON,119 Harvey Street ,92024
mp4954@nittany.edu,93lugexr,Marlin Pfannerstill,19,M,EE,78 South Brewery Ave. ,31007
lj7790@nittany.edu,f0kf14lp,Lulu Jakubowski,19,M,CMPSC,9498 Newport Ave. ,94965
sr7729@nittany.edu,kb3tlio2,Skye Robel Jr.,20,F,CHEM,18 Lakeview Street ,80005
mt8800@nittany.edu,pqq8z7sr,Mr. Tiana Glover,19,M,CSE,88 Harrison Street ,34470
ld6540@nittany.edu,n7qps904,Leonor Davis,21,F,EE,639 Princeton Rd. ,62610
sv5358@nittany.edu,72khyt24,Sterling Volkman Sr.,20,F,PHYS,655 East Branch Dr. ,50420
kf8921@nittany.edu,5wy4bon0,Kylie Fay,19,M,CMPSC,285 Dogwood Drive ,94547
rh4718@nittany.edu,meon7rzi,Robb Hegmann,18,F,PHYS,608 North Addison St. ,46181
vt8578@nittany.edu,sls2audw,Victoria Toy II,18,M,STAT,860 Wakehurst Dr. ,6026
lu6872@nittany.edu,ptc0b1y3,Lysanne Ullrich,19,M,EE,358 Marvon Ave. ,90017
lb6520@nittany.edu,95zc0rwz,Loma Becker PhD,22,M,STAT,285 Dogwood Drive ,62530
kb6941@nittany.edu,zuqm5kpu,Karson Bashirian MD,22,M,CSE,7529 Old Sunset Road ,60043
rv5469@nittany.edu,xwdu18y9,Rose Veum,19,M,CSE,308 Mammoth Dr. ,30215
ml7975@nittany.edu,oamszhnw,Miss Lora Will,22,F,CMPSC,185 E. Trenton Street ,33936
mj4880@nittany.edu,5ocovp3j,Mrs. Joanny Legros,22,M,CMPSC,26 Johnson St. ,52216
jf9661@nittany.edu,f9se8wwm,Josefina Frami,19,F,EE,8985 Cambridge Ave. ,72176
lt8366@nittany.edu,fws0qxaz,Luisa Turcotte,19,F,STAT,7450 West Manchester Street ,83815
js7099@nittany.edu,kyknbv85,Jace Swift,19,M,MATH,285 Dogwood Drive ,47959
rf2661@nittany.edu,1dig79sf,Rae Feil,22,M,IST,285 Dogwood Drive ,60474
js8165@nittany.edu,nq4112q9,Joanny Stracke,20,F,EE,608 North Addison St. ,30701
kk3115@nittany.edu,sgdlqet1,Kailyn Kassulke V,20,M,CMPSC,9498 Newport Ave. ,50634
mr4635@nittany.edu,k6uyidbm,Ms. Raoul Lang,22,F,CMPSC,88 Harrison Street ,80631
ve8889@nittany.edu,mk737jwg,Vella Ernser,19,F,CMPEN,798 North Euclid Drive ,6785
ml3983@nittany.edu,u9x7dz70,Ms. Lori Luettgen,22,F,CMPEN,91 S. Gartner Street ,47940
ld8065@nittany.edu,609akvrd,Lucienne Dicki MD,21,F,ECON,963 Court Road ,72513
jk4403@nittany.edu,94qak42y,Jared Kunde,18,M,STAT,88 Harrison Street ,46760
in2805@nittany.edu,41gfy1ej,Isabel Nader,21,M,IST,6 Andover Dr. ,52341
pb8346@nittany.edu,skf5ui3q,Patsy Beer,20,M,PHYS,266 Second Street ,31623
rf1782@nittany.edu,dok8nl9x,Rosendo Friesen,20,F,CSE,9236 El Dorado St. ,32024
mn6721@nittany.edu,1vfo45w7,Miss Nikki Kassulke,22,M,PHYS,8131 Elizabeth Ave. ,30275
sm6043@nittany.edu,49xkwq6n,Savannah Maggio,20,M,CMPEN,120 Heritage Lane ,34491
lj2224@nittany.edu,f2hkrocp,Lucinda Jakubowski,21,M,EE,185 E. Trenton Street ,33763
wr3515@nittany.edu,f2ey91az,Wilfred Runolfsson,20,F,EE,639 Princeton Rd. ,60653
wl5243@nittany.edu,ij8sdkw9,Wilma Legros,20,F,CSE,63 Lake Forest Road ,61377
jr8665@nittany.edu,xmiiavzz,Julie Rice,19,M,CMPEN,336 Myrtle Street ,94041
ns1210@nittany.edu,4wks1yn1,Nettie Schowalter,21,M,ECON,182 Spring Street ,30034
ms6173@nittany.edu,66krk2ow,Mr. Shanny Haag,18,M,ECON,9420 Tallwood Street ,31630
na8379@nittany.edu,8tayuxnr,Newton Ankunding,18,F,DS,495 Jockey Hollow Ave. ,72126
ls6337@nittany.edu,hrj3gm5t,Loyal Schamberger,21,F,EE,63 Lake Forest Road ,46148
sm9645@nittany.edu,06f3jir4,Simone Mayert,18,M,STAT,8687 N. Sleepy Hollow Court ,95709
rr8243@nittany.edu,euho4xy8,Roger Roob,18,F,PHYS,798 North Euclid Drive ,19936
lw4369@nittany.edu,l2c6cn16,Logan Wolf,20,M,IST,798 North Euclid Drive ,81024
il3541@nittany.edu,01idi3cu,Isaiah Lakin,19,F,EE,120 Heritage Lane ,52254
mg8505@nittany.edu,kz3zir6z,Miss Giovani Fisher,21,M,CMPSC,259 Cleveland Road ,66058
mo1186@nittany.edu,ginqor0y,Muriel Orn Jr.,19,F,MATH,91 S. Gartner Street ,33001
pw1726@nittany.edu,to134xcj,Pinkie Wilkinson,21,F,STAT,119 Harvey Street ,32708
lm6031@nittany.edu,lmddz47s,Lenny Mante,22,F,ECON,7 Arch Court ,6883
mj6359@nittany.edu,zlergoka,Mr. Jaylin Kautzer,21,M,IST,91 S. Gartner Street ,30104
pc8832@nittany.edu,g6gquwns,Pearlie Connelly,22,M,PHYS,358 Marvon Ave. ,61919
mf8214@nittany.edu,byrmhkrc,Michaela Frami,18,F,IST,8687 N. Sleepy Hollow Court ,83283
jb5052@nittany.edu,79r2lk38,Johnny Breitenberg I,18,F,CMPSC,88 Harrison Street ,47841
ma8938@nittany.edu,v8a0upa6,Ms. Adah Bode,18,M,CSE,7313 Stillwater Lane ,83622
lf4727@nittany.edu,r5ewbudh,Lysanne Frami,19,M,PHYS,798 North Euclid Drive ,31567
jh1874@nittany.edu,8d3tdd6n,Jonathon Huel,22,M,EE,9659 Rosewood Drive ,30720
rb6281@nittany.edu,6j8qtf9g,Reva Bayer,18,F,CSE,655 East Branch Dr. ,80453
mr5864@nittany.edu,9tc1sf4b,Ms. Raina Schmidt,22,F,CSE,655 East Branch Dr. ,93455
ml6213@nittany.edu,kv6p91kt,Marco Larson,20,M,PHYS,608 North Addison St. ,93207
mk7773@nittany.edu,bisj7cvm,Mr. Kelton Kertzmann,21,F,PHYS,9659 Rosewood Drive ,62035
nc8172@nittany.edu,b09izvbz,Nicolas Cummerata,19,F,STAT,6 Andover Dr. ,80457
mj5914@nittany.edu,n4v8hqyq,Mrs. Joannie Dibbert,21,F,IST,7450 West Manchester Street ,60503
me2148@nittany.edu,qmpyhkgz,Mallie Eichmann,20,M,STAT,4 Old Academy Drive ,81248
mk8847@nittany.edu,4zfuvuep,Mr. Keyshawn Cassin,18,M,PHYS,141 Gulf Rd. ,80720
my3786@nittany.edu,ixfwzeh2,Miss Yolanda Pfannerstill,22,M,CMPEN,182 Spring Street ,52588
jm3669@nittany.edu,fhsc0rqw,Jensen McDermott,18,M,EE,7195 North Canterbury Circle ,61323
uf7067@nittany.edu,yohr8drf,Ursula Fadel,22,F,MATH,185 E. Trenton Street ,83316
mr2575@nittany.edu,dud61mbj,Madeline Renner,20,M,DS,860 Wakehurst Dr. ,62065
mb3709@nittany.edu,yqz5bgrm,Mac Bailey,18,F,CHEM,232 W. Homewood Ave. ,80721
jk4409@nittany.edu,dngxq5hi,Jakob Kuvalis,18,F,IST,266 Second Street ,62053
ys9174@nittany.edu,n5bplqw8,Yadira Schinner,18,M,CSE,88 Harrison Street ,52052
rf1538@nittany.edu,3phvh9ch,Roxanne Fritsch,22,M,CMPSC,18 Lakeview Street ,95699
no6118@nittany.edu,yko7qfpk,Nicolas O'Reilly,19,M,CSE,7529 Old Sunset Road ,95682
lc4994@nittany.edu,zl5y07yb,Lisette Connelly,19,F,IST,63 Lake Forest Road ,80836
oh8195@nittany.edu,xa4qupgs,Orrin Herman IV,22,M,ECON,9420 Tallwood Street ,32509
jc2471@nittany.edu,smelkveu,Jewel Cole,22,F,IST,7195 North Canterbury Circle ,50857
mm3162@nittany.edu,qfnrr7q6,Mariam Mills,19,F,CMPEN,461 Heather Street ,81067
jh7997@nittany.edu,e44gixtz,Jasen Hand,19,M,DS,963 Court Road ,96818
ik6824@nittany.edu,wd6c5b8t,Irwin Kreiger,20,M,DS,7297 Applegate St. ,91950
tk5748@nittany.edu,lcxh50pn,Thurman Kessler,21,F,DS,963 Court Road ,60515
ts1830@nittany.edu,ilnv4fc7,Tobin Schinner PhD,21,M,EE,7764 Union Avenue ,94305
kr6619@nittany.edu,nejwj0g9,Karen Ritchie,20,M,DS,78 South Brewery Ave. ,85615
rk2653@nittany.edu,fbcoyeuk,Robert Krajcik,19,F,PHYS,708 York Dr. ,47558
sg4622@nittany.edu,jau0vvp1,Sophia Graham,21,M,CMPEN,232 W. Homewood Ave. ,62841
jl3236@nittany.edu,ekgc03iz,Judson Lubowitz,21,F,DS,461 Heather Street ,6762
kh1826@nittany.edu,r6lql7ka,Kelly Harber,19,F,IST,78 South Brewery Ave. ,50560
me2596@nittany.edu,du07mr15,Mr. Elliott Gibson,18,F,DS,8687 N. Sleepy Hollow Court ,94933
jl9851@nittany.edu,avrak6tf,Johnnie Little,19,M,IST,358 Marvon Ave. ,47385
sw7724@nittany.edu,genhnfwu,Stephany Weissnat,18,F,PHYS,7130 Longfellow Dr. ,51007
kh5883@nittany.edu,297q8crc,Kiley Howe,20,M,CMPSC,963 Court Road ,50120
mn2842@nittany.edu,mvoktbee,Mariana Nicolas Jr.,19,F,CHEM,78 South Brewery Ave. ,32951
mt7911@nittany.edu,u61545ij,Mr. Therese Sauer,18,M,STAT,780 East Redwood Drive ,30206
pf6936@nittany.edu,voqefyok,Pedro Fadel,20,F,CMPEN,8687 N. Sleepy Hollow Court ,93925
mc8336@nittany.edu,e59cih6r,Mafalda Cremin,19,M,EE,639 Princeton Rd. ,83627
mv1311@nittany.edu,fw1vmu6d,Mrs. Vesta Aufderhar,21,F,CHEM,8401 Green Rd. ,50027
kk2666@nittany.edu,59hg8iiw,Kari Kunze,22,M,CMPSC,63 Lake Forest Road ,52550
ok7520@nittany.edu,sv6m90rj,Otis Kirlin,20,M,ECON,608 North Addison St. ,86545
mt3151@nittany.edu,nruazyy2,Miss Tianna Beatty,21,F,DS,285 Dogwood Drive ,52751
lb8326@nittany.edu,0384qogi,Laurel Bogan,21,F,CHEM,9408 Anderson Court ,94938
lh1031@nittany.edu,9wsxm9n2,Lane Hilpert,20,M,STAT,6 Andover Dr. ,93553
mn1239@nittany.edu,2s38fy1y,Mertie Nicolas,22,F,CHEM,655 East Branch Dr. ,32656
ka1472@nittany.edu,2vicyb49,Karley Abbott Sr.,20,F,ECON,232 W. Homewood Ave. ,31016
tt1799@nittany.edu,v08qy7ak,Tremaine Turcotte III,21,M,CMPSC,7450 West Manchester Street ,72103
mr5565@nittany.edu,atpig6cx,Maci Runolfsson,21,F,IST,461 Heather Street ,81501
ma6036@nittany.edu,ohnzfbua,Miss Aurore Jacobi,18,M,IST,461 Heather Street ,93242
mr9406@nittany.edu,0ofwccee,Ms. Reuben Donnelly,19,M,CHEM,361 E. Sierra Street ,46118
os4077@nittany.edu,rbm7nj0l,Oren Simonis MD,19,F,CSE,18 Lakeview Street ,80924
mi6642@nittany.edu,l6qnsfh8,Miss Isabell Corwin,18,F,MATH,780 East Redwood Drive ,32204
mj1523@nittany.edu,kl1qwhlb,Misty Jenkins,22,F,CMPEN,185 E. Trenton Street ,85201
