mm2976@nittany.edu,STAT415,1
th3170@nittany.edu,EE212,1
kk3742@nittany.edu,MATH141,2
nd2615@nittany.edu,EE211,1
sb6428@nittany.edu,EE353,2
rr9237@nittany.edu,CMPEN431,2
mm1660@nittany.edu,CMPSC131,1
mr1462@nittany.edu,PHYS213,1
lg1828@nittany.edu,CHEM110,2
jo7172@nittany.edu,CMPEN331,2
ma5045@nittany.edu,CMPSC221,2
mc4696@nittany.edu,STAT414,2
rs3973@nittany.edu,IST110,1
my7428@nittany.edu,IST558,2
mv4275@nittany.edu,CMPSC132,1
vw5806@nittany.edu,IST110,1
nr4230@nittany.edu,ECON101,2
ma3543@nittany.edu,CMPEN441,2
mc9149@nittany.edu,EE211,2
lg2530@nittany.edu,CSE543,2
sh4671@nittany.edu,CMPEN351,1
mt7030@nittany.edu,EE311,2
lt3713@nittany.edu,CSE583,1
jw3861@nittany.edu,CMPSC465,1
kr4923@nittany.edu,EE211,2
nf6339@nittany.edu,STAT319,2
md6319@nittany.edu,IST110,2
mb1688@nittany.edu,EE353,2
mk5190@nittany.edu,CMPEN411,2
mk3204@nittany.edu,STAT319,1
oc3904@nittany.edu,EE330,1
km6627@nittany.edu,CMPSC461,1
js6308@nittany.edu,CMPSC221,2
jw4897@nittany.edu,EE311,1
vl7715@nittany.edu,CMPSC311,2
ph3861@nittany.edu,STAT318,1
md2194@nittany.edu,CMPEN454,1
jh3919@nittany.edu,PHYS214,1
mw5114@nittany.edu,EE330,2
ld6778@nittany.edu,EE330,1
mc1411@nittany.edu,CSE583,2
lg7099@nittany.edu,CSE583,1
mm9659@nittany.edu,CMPSC475,1
rc5324@nittany.edu,CSE543,1
mz7312@nittany.edu,CMPSC311,1
ml5786@nittany.edu,CMPSC461,1
nh2508@nittany.edu,CMPEN362,2
ms2255@nittany.edu,MATH141,2
mp4954@nittany.edu,CMPSC431W,1
lj7790@nittany.edu,MATH140,2
sr7729@nittany.edu,CHEM111,1
mt8800@nittany.edu,MATH231,1
ld6540@nittany.edu,CMPSC497,1
sv5358@nittany.edu,CMPSC132,2
kf8921@nittany.edu,IST558,1
rh4718@nittany.edu,CMPEN441,2
vt8578@nittany.edu,EE212,2
lu6872@nittany.edu,STAT319,1
lb6520@nittany.edu,EE330,1
kb6941@nittany.edu,CMPEN331,1
rv5469@nittany.edu,CMPSC221,1
ml7975@nittany.edu,CSE543,1
mj4880@nittany.edu,STAT319,2
jf9661@nittany.edu,EE340,2
lt8366@nittany.edu,CMPSC311,2
js7099@nittany.edu,CMPSC132,2
rf2661@nittany.edu,CMPSC221,2
js8165@nittany.edu,EE352,1
kk3115@nittany.edu,CHEM110,1
mr4635@nittany.edu,EE330,1
ve8889@nittany.edu,EE330,1
ml3983@nittany.edu,CMPEN454,2
ld8065@nittany.edu,CMPEN270,1
jk4403@nittany.edu,DS220,2
in2805@nittany.edu,EE212,2
pb8346@nittany.edu,CMPEN362,2
rf1782@nittany.edu,PHYS213,2
mn6721@nittany.edu,EE211,2
sm6043@nittany.edu,CMPEN351,1
lj2224@nittany.edu,DS220,2
wr3515@nittany.edu,CMPSC221,1
wl5243@nittany.edu,EE212,1
jr8665@nittany.edu,CMPSC131,2
ns1210@nittany.edu,CMPEN441,2
ms6173@nittany.edu,MATH141,2
na8379@nittany.edu,EE212,2
ls6337@nittany.edu,CMPSC132,2
sm9645@nittany.edu,CMPSC465,1
rr8243@nittany.edu,CSE583,1
lw4369@nittany.edu,STAT318,2
il3541@nittany.edu,PHYS211,1
mg8505@nittany.edu,CHEM112,2
mo1186@nittany.edu,ECON101,2
pw1726@nittany.edu,CMPSC465,2
lm6031@nittany.edu,CMPEN351,2
mj6359@nittany.edu,IST558,2
pc8832@nittany.edu,PHYS213,2
mf8214@nittany.edu,CMPEN351,1
jb5052@nittany.edu,MATH230,2
ma8938@nittany.edu,CSE543,2
lf4727@nittany.edu,CHEM112,2
jh1874@nittany.edu,EE210,2
rb6281@nittany.edu,EE210,1
mr5864@nittany.edu,CMPSC465,1
ml6213@nittany.edu,CMPSC431W,2
mk7773@nittany.edu,EE330,1
nc8172@nittany.edu,CMPSC131,1
mj5914@nittany.edu,PHYS212,2
me2148@nittany.edu,ECON102,2
mk8847@nittany.edu,MATH140,2
my3786@nittany.edu,CMPSC311,1
jm3669@nittany.edu,ECON201,2
uf7067@nittany.edu,EE210,1
mr2575@nittany.edu,ECON102,2
mb3709@nittany.edu,IST128,1
jk4409@nittany.edu,EE353,1
ys9174@nittany.edu,CMPEN431,2
rf1538@nittany.edu,ECON201,2
no6118@nittany.edu,CHEM110,2
lc4994@nittany.edu,EE320,2
oh8195@nittany.edu,CMPEN351,1
jc2471@nittany.edu,CMPSC221,2
mm3162@nittany.edu,CMPSC448,2
jh7997@nittany.edu,CHEM111,2
ik6824@nittany.edu,CSE583,2
tk5748@nittany.edu,EE210,1
ts1830@nittany.edu,CMPSC360,2
kr6619@nittany.edu,STAT318,2
rk2653@nittany.edu,CMPEN411,2
sg4622@nittany.edu,ECON101,1
jl3236@nittany.edu,ECON101,2
kh1826@nittany.edu,PHYS214,1
me2596@nittany.edu,MATH231,1
jl9851@nittany.edu,STAT414,1
sw7724@nittany.edu,MATH231,2
kh5883@nittany.edu,CSE543,2
mn2842@nittany.edu,CMPEN331,1
mt7911@nittany.edu,CMPSC465,1
pf6936@nittany.edu,IST128,2
mc8336@nittany.edu,CMPEN441,2
mv1311@nittany.edu,CHEM112,1
kk2666@nittany.edu,CMPSC497,1
ok7520@nittany.edu,IST558,2
mt3151@nittany.edu,CHEM111,2
lb8326@nittany.edu,CMPEN441,1
lh1031@nittany.edu,CMPSC132,1
mn1239@nittany.edu,PHYS211,2
ka1472@nittany.edu,CMPSC475,2
tt1799@nittany.edu,CMPSC131,2
mr5565@nittany.edu,EE311,2
ma6036@nittany.edu,DS120,1
mr9406@nittany.edu,CMPEN411,2
os4077@nittany.edu,CMPSC131,2
mi6642@nittany.edu,PHYS213,2
mj1523@nittany.edu,CMPEN351,2
pw7815@nittany.edu,CMPSC475,2
jo5683@nittany.edu,STAT319,1
kl1348@nittany.edu,CMPSC497,2
ns2358@nittany.edu,CMPSC465,1
vr4622@nittany.edu,MATH231,1
mk1572@nittany.edu,ECON102,1
ts5040@nittany.edu,IST558,2
mj1117@nittany.edu,ECON101,1
kp5214@nittany.edu,STAT415,2
me4221@nittany.edu,MATH231,2
lh8743@nittany.edu,EE211,2
ka6770@nittany.edu,EE352,2
wa5135@nittany.edu,CHEM112,2
la7071@nittany.edu,DS220,2
kl9753@nittany.edu,CHEM110,2
jh3336@nittany.edu,CMPEN362,1
sb1972@nittany.edu,IST110,2
kb3574@nittany.edu,MATH230,1
lv3076@nittany.edu,PHYS211,2
mt4811@nittany.edu,CMPEN431,2
zp7831@nittany.edu,STAT318,1
mr1020@nittany.edu,CMPSC465,2
ws6593@nittany.edu,CMPSC465,2
lw8769@nittany.edu,PHYS211,2
ms6765@nittany.edu,CHEM112,1
mj9606@nittany.edu,IST558,1
jc4011@nittany.edu,ECON101,1
mj5224@nittany.edu,STAT415,1
jz6925@nittany.edu,CMPEN411,2
vo6259@nittany.edu,CSE543,2
ks3998@nittany.edu,CMPEN362,1
mt3231@nittany.edu,IST558,2
ws8716@nittany.edu,MATH231,1
md7627@nittany.edu,DS220,1
th2610@nittany.edu,CSE583,2
mh8661@nittany.edu,ECON102,1
vk8864@nittany.edu,IST558,2
mh3437@nittany.edu,EE311,1
ww9231@nittany.edu,PHYS211,2
mk1676@nittany.edu,EE311,1
ub9586@nittany.edu,MATH141,2
lh6961@nittany.edu,STAT415,2
kf5693@nittany.edu,IST128,1
sb2082@nittany.edu,CHEM112,1
mn2870@nittany.edu,IST110,2
ug5112@nittany.edu,CMPEN454,1
tk1529@nittany.edu,EE211,1
ib2806@nittany.edu,EE320,1
os7226@nittany.edu,PHYS214,2
ne9599@nittany.edu,CHEM112,1
vg5084@nittany.edu,CMPEN331,2
mr5670@nittany.edu,CMPSC431W,1
km6416@nittany.edu,ECON101,2
sj7472@nittany.edu,EE211,1
wr1679@nittany.edu,EE320,2
mr8602@nittany.edu,CMPEN351,2
ma8046@nittany.edu,CMPEN454,2
mg1007@nittany.edu,EE320,1
lh3004@nittany.edu,STAT415,2
zr6066@nittany.edu,EE340,1
jg5906@nittany.edu,MATH141,1
ok5696@nittany.edu,MATH141,2
mw5391@nittany.edu,CMPSC132,1
sm5970@nittany.edu,CMPSC131,1
mn6897@nittany.edu,CMPEN431,1
rm8553@nittany.edu,CMPSC311,2
jl5459@nittany.edu,CMPEN362,2
ml1743@nittany.edu,PHYS213,1
ph1773@nittany.edu,STAT318,2
ma8953@nittany.edu,ECON201,1
pp2997@nittany.edu,CMPSC221,1
vk7408@nittany.edu,PHYS212,1
ro9937@nittany.edu,ECON102,1
tf2405@nittany.edu,CMPSC431W,1
pm3642@nittany.edu,CMPSC465,2
kr9949@nittany.edu,MATH231,2
mt2086@nittany.edu,CMPEN362,1
tw6502@nittany.edu,PHYS211,2
ol7450@nittany.edu,CMPEN270,2
jw6319@nittany.edu,CMPSC431W,1
ok8829@nittany.edu,EE210,2
ps1087@nittany.edu,EE210,1
mp7952@nittany.edu,CMPEN454,1
sm5549@nittany.edu,STAT415,2
td2477@nittany.edu,EE210,2
sm8842@nittany.edu,CMPSC360,2
jp5962@nittany.edu,ECON102,2
mg1791@nittany.edu,EE311,2
sg1979@nittany.edu,ECON102,2
lo3428@nittany.edu,IST128,2
ml7753@nittany.edu,CMPEN454,2
js3927@nittany.edu,CSE543,2
me9897@nittany.edu,CMPSC221,2
mb5390@nittany.edu,CMPSC431W,2
sg4417@nittany.edu,MATH141,1
lt7103@nittany.edu,CSE583,1
pt3035@nittany.edu,STAT414,2
wc1418@nittany.edu,PHYS211,1
mm2047@nittany.edu,CMPEN270,1
ma4242@nittany.edu,EE353,2
jn3590@nittany.edu,MATH141,1
mh4972@nittany.edu,CMPSC475,1
jh3004@nittany.edu,CHEM112,1
sp7638@nittany.edu,CMPSC465,2
vn4576@nittany.edu,CMPEN441,2
mj2446@nittany.edu,CHEM111,2
mh9005@nittany.edu,CSE543,2
mp5777@nittany.edu,EE210,1
mj1886@nittany.edu,MATH141,2
mp5980@nittany.edu,PHYS211,2
mr7087@nittany.edu,CHEM110,2
kk1267@nittany.edu,EE320,1
jm7206@nittany.edu,CMPSC497,1
mm8916@nittany.edu,EE212,1
jr1301@nittany.edu,CHEM111,1
rq8420@nittany.edu,CMPEN362,1
tf8025@nittany.edu,CMPSC221,1
ob6043@nittany.edu,IST558,1
jd3188@nittany.edu,PHYS214,2
nb5135@nittany.edu,CMPEN454,2
js4888@nittany.edu,STAT415,2
mt1283@nittany.edu,STAT415,2
tb4699@nittany.edu,EE353,1
jf5072@nittany.edu,EE340,2
mj8109@nittany.edu,EE352,1
sl8096@nittany.edu,CHEM110,2
wg1476@nittany.edu,IST128,2
lb1184@nittany.edu,STAT319,1
kw1043@nittany.edu,CMPEN411,2
ld4137@nittany.edu,CMPSC431W,2
nb2686@nittany.edu,CMPEN411,1
rk8121@nittany.edu,EE320,2
vp6083@nittany.edu,DS120,1
mb7672@nittany.edu,MATH140,2
rh9618@nittany.edu,EE352,1
lw7685@nittany.edu,MATH230,2
me6698@nittany.edu,STAT415,2
mp7693@nittany.edu,CMPSC465,1
us6442@nittany.edu,CMPSC475,2
ma9983@nittany.edu,MATH140,2
mk7105@nittany.edu,CMPSC132,1
ma3822@nittany.edu,MATH141,2
vy1999@nittany.edu,STAT319,2
lw8160@nittany.edu,EE311,2
nm4783@nittany.edu,IST558,1
nb4212@nittany.edu,STAT319,2
ms9882@nittany.edu,EE340,2
mk2377@nittany.edu,CMPSC448,1
rw1366@nittany.edu,ECON102,2
mr5319@nittany.edu,CMPEN441,1
kz9097@nittany.edu,IST110,2
ml7288@nittany.edu,IST128,1
jd5932@nittany.edu,CMPSC311,1
lk1182@nittany.edu,EE210,1
jk1331@nittany.edu,EE353,1
jw9436@nittany.edu,STAT415,2
zw5425@nittany.edu,CMPEN454,2
jk5021@nittany.edu,CMPSC465,1
mn1003@nittany.edu,EE311,2
ph8799@nittany.edu,EE311,1
jl8774@nittany.edu,CMPEN351,1
mj7408@nittany.edu,CMPEN351,2
ns6501@nittany.edu,CSE543,1
lr5589@nittany.edu,EE311,2
me5409@nittany.edu,CMPSC431W,1
mc9096@nittany.edu,CHEM110,2
jk4116@nittany.edu,CHEM110,1
kb9285@nittany.edu,STAT414,2
kq6968@nittany.edu,MATH231,1
mj6957@nittany.edu,CMPEN454,2
tp4444@nittany.edu,CMPSC221,1
me6706@nittany.edu,CMPEN270,1
kb8171@nittany.edu,IST110,2
sr6321@nittany.edu,EE210,1
jh1737@nittany.edu,STAT319,2
sp1616@nittany.edu,CSE583,2
pm4249@nittany.edu,MATH140,1
tl1139@nittany.edu,DS220,2
im1645@nittany.edu,CMPSC475,2
sd6073@nittany.edu,CMPEN351,2
po7371@nittany.edu,CMPSC448,1
wo4044@nittany.edu,CMPSC465,1
mc4662@nittany.edu,ECON201,1
mm9624@nittany.edu,CHEM110,2
nb6183@nittany.edu,CMPSC475,1
mm4674@nittany.edu,EE353,1
vh5298@nittany.edu,EE210,2
mi2648@nittany.edu,CMPSC465,2
js3229@nittany.edu,CMPEN331,2
mt2801@nittany.edu,EE210,1
oh9599@nittany.edu,EE330,2
jb9306@nittany.edu,CHEM112,2
jc1462@nittany.edu,CMPSC431W,2
ks1926@nittany.edu,CMPSC311,2
sb5646@nittany.edu,CMPEN362,2
mr3116@nittany.edu,CHEM111,2
sn9491@nittany.edu,EE311,2
mg7684@nittany.edu,CHEM111,1
or2228@nittany.edu,STAT414,1
md6611@nittany.edu,CMPEN331,1
jk4027@nittany.edu,DS120,1
kd4323@nittany.edu,CMPSC475,2
mo4621@nittany.edu,STAT319,1
mg4093@nittany.edu,CSE543,1
nm3617@nittany.edu,STAT414,2
sr9640@nittany.edu,EE330,1
mw6081@nittany.edu,CSE583,2
lt8326@nittany.edu,PHYS211,1
mb8575@nittany.edu,CMPSC497,2
sc6597@nittany.edu,CMPEN431,1
ma8535@nittany.edu,CMPEN331,1
mb5410@nittany.edu,MATH141,2
tb1810@nittany.edu,EE210,2
jg7835@nittany.edu,CMPEN454,1
yc8409@nittany.edu,DS220,1
nl1189@nittany.edu,CMPSC465,2
mg8396@nittany.edu,CMPSC475,2
ta4214@nittany.edu,EE340,2
jc9373@nittany.edu,PHYS211,1
mr3131@nittany.edu,EE210,1
mj9296@nittany.edu,EE212,2
lm8503@nittany.edu,CMPSC131,2
mt6337@nittany.edu,ECON201,2
mo2344@nittany.edu,ECON201,2
ml8317@nittany.edu,MATH141,1
mg7641@nittany.edu,CMPEN362,1
ll6444@nittany.edu,MATH141,1
md1308@nittany.edu,CMPEN362,1
jd5592@nittany.edu,CMPSC360,2
sk9053@nittany.edu,MATH141,1
mt1262@nittany.edu,CHEM110,2
mm6682@nittany.edu,CMPSC131,2
nw3340@nittany.edu,IST558,1
td2308@nittany.edu,CMPSC431W,2
jw3297@nittany.edu,CMPSC497,1
sp1402@nittany.edu,CMPSC221,1
ml5796@nittany.edu,MATH141,1
kc1302@nittany.edu,DS120,2
ld9084@nittany.edu,CHEM112,2
oc9232@nittany.edu,IST128,2
ma9716@nittany.edu,EE340,1
jh2181@nittany.edu,MATH231,1
md7018@nittany.edu,CMPEN454,1
rm1496@nittany.edu,CMPEN454,2
og7528@nittany.edu,CMPSC475,1
ma8013@nittany.edu,CMPEN351,2
kk5103@nittany.edu,CMPEN411,2
jj6204@nittany.edu,CHEM111,1
lh7203@nittany.edu,CMPEN431,1
lr4974@nittany.edu,EE330,2
rr1861@nittany.edu,EE340,2
xb9185@nittany.edu,CMPSC221,1
mb2685@nittany.edu,STAT319,1
ms6799@nittany.edu,PHYS214,2
lm1111@nittany.edu,EE353,2
ja2479@nittany.edu,EE212,2
zo2385@nittany.edu,EE320,2
lr8600@nittany.edu,EE212,1
kt2960@nittany.edu,ECON102,1
lh7173@nittany.edu,CMPSC448,1
mj8696@nittany.edu,CMPEN270,2
mo9119@nittany.edu,CHEM112,1
mr4981@nittany.edu,STAT319,1
rr3451@nittany.edu,CMPEN411,1
se2637@nittany.edu,EE211,2
jm7044@nittany.edu,MATH231,1
zg1956@nittany.edu,DS220,2
mt7486@nittany.edu,CHEM112,1
kh5965@nittany.edu,DS220,1
rt4621@nittany.edu,CMPSC132,1
jr8895@nittany.edu,CMPEN454,1
mc3632@nittany.edu,EE311,1
oc9673@nittany.edu,ECON201,2
pp1292@nittany.edu,CMPSC132,2
sr8161@nittany.edu,MATH141,1
mb3501@nittany.edu,PHYS214,2
mt2330@nittany.edu,EE211,2
ss2791@nittany.edu,EE210,2
lt1060@nittany.edu,ECON201,1
mm9332@nittany.edu,STAT318,2
mk2051@nittany.edu,CMPSC311,1
jk9270@nittany.edu,CSE583,1
lc9556@nittany.edu,CMPSC131,2
js1332@nittany.edu,MATH231,1
ss5447@nittany.edu,MATH140,2
ma2722@nittany.edu,PHYS213,2
sw9710@nittany.edu,CHEM111,1
sm6158@nittany.edu,DS120,2
ml5064@nittany.edu,EE340,1
kh1154@nittany.edu,ECON101,2
kt5956@nittany.edu,CMPSC497,2
kr9918@nittany.edu,CHEM112,1
ko8925@nittany.edu,PHYS213,2
mf6881@nittany.edu,CMPSC311,2
mk4451@nittany.edu,IST128,2
sm5255@nittany.edu,ECON102,2
rb2832@nittany.edu,CMPSC132,1
jr3224@nittany.edu,EE330,1
kt2050@nittany.edu,EE352,1
wd2661@nittany.edu,CHEM112,2
rf1975@nittany.edu,CMPSC311,1
mn9410@nittany.edu,CMPEN351,2
sr4229@nittany.edu,CMPEN270,2
tm5315@nittany.edu,ECON201,2
ls2077@nittany.edu,DS220,1
rr4724@nittany.edu,IST110,2
qj6035@nittany.edu,CMPSC461,1
jp6334@nittany.edu,ECON101,1
ms6805@nittany.edu,STAT318,2
sm4829@nittany.edu,CMPEN270,2
mp8264@nittany.edu,CMPSC311,2
md9837@nittany.edu,CMPEN411,1
mc9587@nittany.edu,STAT319,2
wa5127@nittany.edu,CMPEN351,2
mp8748@nittany.edu,CMPSC360,1
vl5929@nittany.edu,CMPSC497,1
md8760@nittany.edu,CMPEN362,1
rh1754@nittany.edu,EE211,1
mc2699@nittany.edu,CHEM112,2
jh9891@nittany.edu,EE212,1
iv6531@nittany.edu,CMPEN362,1
ir2135@nittany.edu,PHYS211,1
mr1874@nittany.edu,CHEM110,2
rr7213@nittany.edu,CMPSC448,2
rh6801@nittany.edu,EE353,2
mj1770@nittany.edu,DS120,2
mm6107@nittany.edu,ECON201,1
ma4550@nittany.edu,CMPEN331,2
jm2995@nittany.edu,EE340,2
mz7054@nittany.edu,CMPEN362,1
km3504@nittany.edu,CHEM110,1
om9683@nittany.edu,CMPSC221,2
jm6846@nittany.edu,MATH230,2
jk4828@nittany.edu,CMPEN431,1
rl4225@nittany.edu,CMPEN362,2
mg8599@nittany.edu,IST128,2
lb9630@nittany.edu,DS120,2
pp1200@nittany.edu,PHYS211,2
sw4720@nittany.edu,CSE583,1
lm1801@nittany.edu,DS220,2
mh9954@nittany.edu,EE211,1
kw1386@nittany.edu,CMPSC311,2
pa6499@nittany.edu,IST558,2
sw3767@nittany.edu,EE211,2
rl7115@nittany.edu,IST110,2
sb4094@nittany.edu,EE211,1
lm3612@nittany.edu,MATH141,1
mm7898@nittany.edu,STAT319,2
sd7475@nittany.edu,EE340,1
mz3667@nittany.edu,CHEM110,2
mo1767@nittany.edu,CSE583,1
ms1481@nittany.edu,ECON101,2
wr2752@nittany.edu,DS120,2
ou9392@nittany.edu,MATH141,1
ml9111@nittany.edu,DS220,2
lh5555@nittany.edu,ECON102,1
rs3074@nittany.edu,CMPEN411,1
mb2986@nittany.edu,STAT319,2
mh2194@nittany.edu,DS120,2
sg9224@nittany.edu,ECON201,2
sl9147@nittany.edu,CHEM111,2
tz1637@nittany.edu,EE352,2
bk5477@nittany.edu,ECON102,1
af2362@nittany.edu,EE211,2
at5855@nittany.edu,DS120,2
bb2708@nittany.edu,CMPEN441,1
ab1769@nittany.edu,DS220,1
as5959@nittany.edu,EE352,2
as3517@nittany.edu,EE353,1
am9248@nittany.edu,CHEM110,1
ab2069@nittany.edu,EE353,2
ab3353@nittany.edu,IST110,1
ag4144@nittany.edu,MATH231,1
ae4536@nittany.edu,CMPSC497,1
as6603@nittany.edu,CSE583,2
as6904@nittany.edu,DS220,1
ah4627@nittany.edu,IST128,2
ac6117@nittany.edu,CSE583,2
bs3099@nittany.edu,CMPSC431W,2
ar5750@nittany.edu,CMPEN454,1
bk4164@nittany.edu,ECON101,2
ah1893@nittany.edu,CMPEN351,2
as4372@nittany.edu,CMPEN362,1
ah8649@nittany.edu,MATH140,1
bl7521@nittany.edu,PHYS213,2
bp1701@nittany.edu,CMPEN270,2
ah2132@nittany.edu,CMPEN411,2
aw9070@nittany.edu,CMPEN351,1
ap7012@nittany.edu,CHEM111,1
aw1897@nittany.edu,CMPEN351,1
ab3016@nittany.edu,MATH141,1
as7706@nittany.edu,EE212,2
aw2413@nittany.edu,ECON102,2
ab4636@nittany.edu,CMPSC311,2
ay6012@nittany.edu,EE211,1
am1296@nittany.edu,PHYS213,1
co9856@nittany.edu,CMPSC431W,1
bg1874@nittany.edu,ECON201,1
cz9116@nittany.edu,CMPEN454,1
ch1256@nittany.edu,CMPEN454,2
am2658@nittany.edu,MATH140,2
cg4965@nittany.edu,CMPSC221,1
ch2187@nittany.edu,CMPSC131,1
cd3328@nittany.edu,EE352,2
bb2169@nittany.edu,PHYS214,1
aj2734@nittany.edu,CMPSC461,2
cs3661@nittany.edu,EE212,1
al7553@nittany.edu,CHEM110,2
dg3029@nittany.edu,CMPSC311,1
aw5441@nittany.edu,PHYS214,2
br5296@nittany.edu,EE212,2
cb8478@nittany.edu,MATH231,1
dh5107@nittany.edu,MATH140,1
bp7844@nittany.edu,CMPEN441,2
cg4094@nittany.edu,CMPEN351,1
co3033@nittany.edu,CMPSC132,2
dk6748@nittany.edu,IST558,1
ag2003@nittany.edu,ECON102,1
bh9149@nittany.edu,CMPEN411,2
as3353@nittany.edu,CMPSC132,1
bk6824@nittany.edu,CSE583,2
ds4127@nittany.edu,MATH230,2
ac5862@nittany.edu,IST110,1
ck2097@nittany.edu,STAT415,2
cf2840@nittany.edu,STAT415,1
br8852@nittany.edu,CMPSC497,1
cr7454@nittany.edu,CMPEN441,1
ch9754@nittany.edu,CHEM111,2
dh6358@nittany.edu,PHYS211,1
bj2880@nittany.edu,EE320,1
ch3297@nittany.edu,CHEM112,2
ak5096@nittany.edu,MATH140,1
ag1594@nittany.edu,CMPEN331,1
bb3021@nittany.edu,CMPSC475,2
aw8623@nittany.edu,MATH231,2
cr5283@nittany.edu,CMPSC132,2
cn5833@nittany.edu,CMPSC132,1
bm9506@nittany.edu,ECON102,2
cr7460@nittany.edu,ECON102,2
ab8172@nittany.edu,CMPSC465,1
cr8911@nittany.edu,DS220,2
as9069@nittany.edu,CMPSC132,1
bb4483@nittany.edu,DS120,1
cw7585@nittany.edu,EE320,1
am3245@nittany.edu,CMPSC475,2
cb2134@nittany.edu,ECON101,1
ah8299@nittany.edu,ECON101,1
bh1407@nittany.edu,CMPSC465,2
ck4064@nittany.edu,CMPEN431,2
cr7030@nittany.edu,CMPSC311,1
aa2256@nittany.edu,CMPEN331,2
cr7834@nittany.edu,CMPSC448,2
ct2924@nittany.edu,CMPEN441,1
bw8893@nittany.edu,IST110,2
